name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region
LFIS3	-56.0536	38.5448	14.7101180611436	-999	LFIS	L	strip	-54.2629	38.199	17.4401	n/a	parstriangularis
LFIS4	-63.0987	32.1448	16.3680211992102	-999	LFIS	L	strip	-53.9311	31.3657	26.0575	n/a	parsopercularis
LFMS1	-21.2021	58.9344	33.3008531326937	-999	LFMS	L	strip	-16.9752	59.1492	30.4215	n/a	superiorfrontal
LFMS2	-28.3342	48.9366	41.0073408909997	-999	LFMS	L	strip	-22.8829	51.836	34.8792	n/a	rostralmiddlefrontal
LFMS3	-30.2291	41.3512	45.8403056030606	-999	LFMS	L	strip	-28.8018	44.3371	40.215	n/a	rostralmiddlefrontal
LFMS4	-36.8351	31.4633	48.8131861855623	-999	LFMS	L	strip	-34.0881	36.5136	43.343	n/a	rostralmiddlefrontal
LFSS1	-10.4654	60.1732	36.1951909592725	-999	LFSS	L	strip	-7.1035	61.6678	32.3126	n/a	superiorfrontal
LFSS2	-12.5087	52.6822	45.2058109077339	-999	LFSS	L	strip	-10.4728	54.7365	39.9465	n/a	superiorfrontal
LFSS3	-15.8042	44.769	52.8601795508961	-999	LFSS	L	strip	-12.126	46.9151	46.4868	n/a	superiorfrontal
LFSS4	-19.111	36.3386	55.9141815463326	-999	LFSS	L	strip	-14.8286	39.1983	52.1186	n/a	superiorfrontal
