name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
RD1	22.5033	-26.2585	-14.1632885672817	-999	RD	R	depth	23.075	-27.4941	-1.35721	Right Cerebral White Matter	n/a	PHC	Right MTL WM
RD2	24.7587	-26.1126	-12.7679404914815	-999	RD	R	depth	24.9421	-27.551	-0.411956	Right Hippocampus	n/a	n/a	Right Sub
RD3	28.4565	-27.7394	-11.2291098739246	-999	RD	R	depth	29.161	-28.7172	1.03782	Right Hippocampus	n/a	n/a	Right DG
RD4	29.7386	-30.0839	-11.8370353809516	-999	RD	R	depth	32.0267	-29.8348	1.13439	Right Hippocampus	n/a	PHC	Right CA1
RD5	32.3547	-33.2124	-11.8115745200821	-999	RD	R	depth	35.7946	-30.9821	2.18839	Right Cerebral White Matter	n/a	sulcus	n/a
RD6	35.7083	-35.0659	-11.8106531561571	-999	RD	R	depth	39.1427	-32.1117	2.31241	Right Cerebral White Matter	n/a	n/a	n/a
RD7	40.2472	-35.0647	-10.0072589168992	-999	RD	R	depth	41.9745	-32.1883	3.39428	Right Cerebral White Matter	n/a	n/a	n/a
RD8	44.0107	-36.9385	-9.67869246753077	-999	RD	R	depth	45.7906	-33.8524	3.52139	Right Cerebral White Matter	inferiortemporal	n/a	n/a
RD9	47.5317	-37.5036	-6.25833192173083	-999	RD	R	depth	48.5939	-34.9737	4.56243	Right Cerebral White Matter	bankssts	n/a	n/a
RD10	51.6745	-37.3828	-0.993205297356825	-999	RD	R	depth	52.8128	-36.1334	6.14439	Right Cerebral White Matter	bankssts	n/a	n/a
RD11	53.8281	-37.9268	-1.17255831929965	-999	RD	R	depth	55.6786	-37.2507	6.24483	Right MTG middle temporal gyrus	bankssts	n/a	n/a
RD12	56.5771	-38.6546	-0.240387403704954	-999	RD	R	depth	58.4817	-38.3721	7.28584	Right Cerebral White Matter	bankssts	n/a	n/a
