name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
OF1-OF2	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF2-OF3	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF3-OF4	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF4-OF5	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF5-OF6	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF6-OF7	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF7-OF8	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF8-OF9	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF9-OF10	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF10-OF11	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF11-OF12	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF12-OF13	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF13-OF14	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
AI1-AI2	SEEG	V	n/a	n/a	bipolar	AI	500	depth	n/a
AI2-AI3	SEEG	V	n/a	n/a	bipolar	AI	500	depth	n/a
AI3-AI4	SEEG	V	n/a	n/a	bipolar	AI	500	depth	n/a
AI4-AI5	SEEG	V	n/a	n/a	bipolar	AI	500	depth	n/a
AI5-AI6	SEEG	V	n/a	n/a	bipolar	AI	500	depth	n/a
AI6-AI7	SEEG	V	n/a	n/a	bipolar	AI	500	depth	n/a
AI7-AI8	SEEG	V	n/a	n/a	bipolar	AI	500	depth	n/a
MI1-MI2	SEEG	V	n/a	n/a	bipolar	MI	500	depth	n/a
MI2-MI3	SEEG	V	n/a	n/a	bipolar	MI	500	depth	n/a
MI3-MI4	SEEG	V	n/a	n/a	bipolar	MI	500	depth	n/a
MI4-MI5	SEEG	V	n/a	n/a	bipolar	MI	500	depth	n/a
MI5-MI6	SEEG	V	n/a	n/a	bipolar	MI	500	depth	n/a
MI6-MI7	SEEG	V	n/a	n/a	bipolar	MI	500	depth	n/a
MI7-MI8	SEEG	V	n/a	n/a	bipolar	MI	500	depth	n/a
MI8-MI9	SEEG	V	n/a	n/a	bipolar	MI	500	depth	n/a
MI9-MI10	SEEG	V	n/a	n/a	bipolar	MI	500	depth	n/a
PI1-PI2	SEEG	V	n/a	n/a	bipolar	PI	500	depth	n/a
PI2-PI3	SEEG	V	n/a	n/a	bipolar	PI	500	depth	n/a
PI3-PI4	SEEG	V	n/a	n/a	bipolar	PI	500	depth	n/a
PI4-PI5	SEEG	V	n/a	n/a	bipolar	PI	500	depth	n/a
PI5-PI6	SEEG	V	n/a	n/a	bipolar	PI	500	depth	n/a
PI6-PI7	SEEG	V	n/a	n/a	bipolar	PI	500	depth	n/a
PI7-PI8	SEEG	V	n/a	n/a	bipolar	PI	500	depth	n/a
PI8-PI9	SEEG	V	n/a	n/a	bipolar	PI	500	depth	n/a
