name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region
RFG1	34.4887	6.01587	62.354057546643	-999	RFG	R	grid	24.1023	21.0402	57.9564	caudalmiddlefrontal
RFG2	36.1717	14.5928	59.2724145562616	-999	RFG	R	grid	24.0117	27.2715	49.3362	caudalmiddlefrontal
RFG3	31.799	24.2857	59.025805978948	-999	RFG	R	grid	23.9105	34.7729	41.7106	caudalmiddlefrontal
RFG4	31.9971	33.7245	51.3252046884003	-999	RFG	R	grid	23.804	42.7583	33.9448	superiorfrontal
RFG5	34.5009	39.3168	42.2954820747108	-999	RFG	R	grid	23.7138	49.2914	26.6	rostralmiddlefrontal
RFG6	37.4769	47.4935	34.4786461415012	-999	RFG	R	grid	23.6181	56.309	19.1146	rostralmiddlefrontal
RFG7	36.8009	55.2545	27.0421777791526	-999	RFG	R	grid	22.5218	62.5053	10.5202	rostralmiddlefrontal
RFG8	34.3301	62.182	16.913847796609	-999	RFG	R	grid	21.4254	68.7017	1.92565	rostralmiddlefrontal
RFG9	44.0072	4.70249	56.1686084106362	-999	RFG	R	grid	33.6922	17.0797	54.8665	caudalmiddlefrontal
RFG10	44.9409	14.1015	50.7809222003535	-999	RFG	R	grid	33.585	24.7627	45.8254	caudalmiddlefrontal
RFG11	45.5765	20.9642	47.7834989965287	-999	RFG	R	grid	33.4948	31.2962	38.4803	caudalmiddlefrontal
RFG12	45.5408	29.0326	44.5484059956823	-999	RFG	R	grid	33.3881	39.2816	30.7146	rostralmiddlefrontal
RFG13	45.9743	35.6043	35.5591810206632	-999	RFG	R	grid	33.2975	45.5133	22.0941	rostralmiddlefrontal
RFG14	45.9416	43.5891	30.0701888457042	-999	RFG	R	grid	32.2017	52.0111	14.7752	rostralmiddlefrontal
RFG15	43.5846	52.2466	21.529886248732	-999	RFG	R	grid	30.597	58.6739	6.05342	rostralmiddlefrontal
RFG16	42.2651	60.132	10.9118660099403	-999	RFG	R	grid	29.5	64.5703	-3.76561	rostralmiddlefrontal
