name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
RTD1	SEEG	V	n/a	n/a	RTD	500	depth	n/a
RTD2	SEEG	V	n/a	n/a	RTD	500	depth	n/a
RTD3	SEEG	V	n/a	n/a	RTD	500	depth	n/a
RTD4	SEEG	V	n/a	n/a	RTD	500	depth	n/a
RST1	ECOG	V	n/a	n/a	RST	500	strip	n/a
RST2	ECOG	V	n/a	n/a	RST	500	strip	n/a
RST3	ECOG	V	n/a	n/a	RST	500	strip	n/a
RST4	ECOG	V	n/a	n/a	RST	500	strip	n/a
RAS1	ECOG	V	n/a	n/a	RAS	500	strip	n/a
RAS2	ECOG	V	n/a	n/a	RAS	500	strip	n/a
RAS3	ECOG	V	n/a	n/a	RAS	500	strip	n/a
RAS4	ECOG	V	n/a	n/a	RAS	500	strip	n/a
RFS1	ECOG	V	n/a	n/a	RFS	500	strip	n/a
RFS2	ECOG	V	n/a	n/a	RFS	500	strip	n/a
RFS3	ECOG	V	n/a	n/a	RFS	500	strip	n/a
RFS4	ECOG	V	n/a	n/a	RFS	500	strip	n/a
RFS5	ECOG	V	n/a	n/a	RFS	500	strip	n/a
RFS6	ECOG	V	n/a	n/a	RFS	500	strip	n/a
RFS7	ECOG	V	n/a	n/a	RFS	500	strip	n/a
RFS8	ECOG	V	n/a	n/a	RFS	500	strip	n/a
RPT1	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT2	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT3	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT4	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT5	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT6	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT7	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT8	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT9	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT10	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT11	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT12	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT13	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT14	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT15	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RPT16	ECOG	V	n/a	n/a	RPT	500	grid	n/a
RMT1	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT2	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT3	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT4	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT5	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT6	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT7	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT8	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT9	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT10	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT11	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT12	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT13	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT14	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT15	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RMT16	ECOG	V	n/a	n/a	RMT	500	grid	n/a
RFG1	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG2	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG3	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG4	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG5	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG6	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG7	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG8	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG9	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG10	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG11	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG12	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG13	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG14	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG15	ECOG	V	n/a	n/a	RFG	500	grid	n/a
RFG16	ECOG	V	n/a	n/a	RFG	500	grid	n/a
