name	x	y	z	size	group	hemisphere	type
RK1	40.791	11.4119	-13.6026	-999	RK	R	depth
RK2	39.6338	12.7814	-11.7075	-999	RK	R	depth
RK3	37.5208	15.54	-10.0246	-999	RK	R	depth
RK4	36.5001	18.3371	-6.80017	-999	RK	R	depth
RK5	35.5801	21.1439	-4.6295	-999	RK	R	depth
RK6	33.4671	23.9023	-2.94658	-999	RK	R	depth
RK7	32.5471	26.7118	-0.722508	-999	RK	R	depth
RK8	31.9953	28.4736	2.28028	-999	RK	R	depth
RK9	29.8825	31.2406	4.1362	-999	RK	R	depth
RK10	28.9625	34.0584	6.52652	-999	RK	R	depth
RK11	28.0423	36.8763	8.9168	-999	RK	R	depth
RK12	25.9473	40.3581	12.0807	-999	RK	R	depth
RK13	25.0095	42.4611	13.163	-999	RK	R	depth
RK14	24.1013	45.7553	16.4253	-999	RK	R	depth
RK15	23.1811	48.5732	18.8156	-999	RK	R	depth
RK16	21.0683	51.3403	20.6716	-999	RK	R	depth
RC1	29.9537	-11.3907	-21.1989	-999	RC	R	depth
RC2	33.7395	-10.99	-21.4456	-999	RC	R	depth
RC3	40.8784	-11.4086	-19.71	-999	RC	R	depth
RC4	46.2429	-11.309	-17.7135	-999	RC	R	depth
RC5	52.3017	-11.2939	-16.7252	-999	RC	R	depth
RC6	59.4346	-11.9487	-15.3869	-999	RC	R	depth
RC7	65.6118	-11.2151	-14.2608	-999	RC	R	depth
RC8	70.9645	-11.5881	-13.0585	-999	RC	R	depth
RE1	25.9143	-31.6437	-4.55057	-999	RE	R	depth
RE2	29.0126	-34.6091	-4.03557	-999	RE	R	depth
RE3	34.4965	-37.4778	-2.54483	-999	RE	R	depth
RE4	39.3871	-40.2525	-1.09951	-999	RE	R	depth
RE5	44.7464	-44.0761	-0.143811	-999	RE	R	depth
RE6	50.2303	-46.9448	1.34683	-999	RE	R	depth
RE7	55.7024	-50.286	2.04321	-999	RE	R	depth
RE8	60.3675	-54.0191	4.13093	-999	RE	R	depth
RD1	26.77	-18.7011	-14.6357	-999	RD	R	depth
RD2	29.1437	-19.0771	-14.4543	-999	RD	R	depth
RD3	33.903	-19.3562	-13.2973	-999	RD	R	depth
