name	x	y	z	size	group	hemisphere	type	ind.region
LT1	-30.6204	-24.1934	-1.00873094424746	5.024	LT	L	depth	entorhinal
LT2	-33.9825	-22.6451	-0.855011728672451	5.024	LT	L	depth	superiortemporal
LT3	-38.6257	-21.5897	-0.744208896622799	5.024	LT	L	depth	superiortemporal
LT4	-42.4153	-20.2638	-0.791296275284641	5.024	LT	L	depth	superiortemporal
LT5	-46.2188	-18.8918	-1.18286255169115	5.024	LT	L	depth	superiortemporal
LT6	-49.5827	-17.5858	-2.06460563931237	5.024	LT	L	depth	superiortemporal
LT7	-52.1245	-16.466	-2.2907280524543	5.024	LT	L	depth	superiortemporal
LT8	-55.7218	-14.2432	-1.35581586473832	5.024	LT	L	depth	superiortemporal
LT9	-59.373	-13.2814	-0.217695060704049	5.024	LT	L	depth	superiortemporal
LT10	-65.4785	-15.0298	0.614595167752075	5.024	LT	L	depth	superiortemporal
LU1	-43.5239	-38.1365	17.0900028403324	6.184	LU	L	depth	superiortemporal
LU2	-47.2428	-37.4567	17.3462945850699	6.184	LU	L	depth	superiortemporal
LU3	-50.4198	-37.005	18.7607795199814	6.184	LU	L	depth	superiortemporal
LU4	-54.7404	-36.7118	19.1752137836702	6.184	LU	L	depth	superiortemporal
LU5	-58.9034	-36.8342	20.556087604917	6.184	LU	L	depth	superiortemporal
LU6	-62.2398	-36.5334	19.9547331090962	6.184	LU	L	depth	supramarginal
LU7	-66.2034	-37.3755	18.1283851909853	6.184	LU	L	depth	supramarginal
LU8	-69.8235	-38.5981	16.6772443996736	6.184	LU	L	depth	supramarginal
LU9	-72.3325	-38.816	17.333271592128	6.184	LU	L	depth	supramarginal
LU10	-75.3806	-39.1847	16.7609504437582	6.184	LU	L	depth	supramarginal
LC1	-28.4428	-26.2606	-17.6862432961024	6.184	LC	L	depth	entorhinal
LC2	-32.7078	-26.2162	-17.9855821092542	6.184	LC	L	depth	entorhinal
LC3	-35.9955	-25.6057	-19.7599105604377	6.184	LC	L	depth	fusiform
LC4	-40.6436	-24.1383	-19.163327499461	6.184	LC	L	depth	inferiortemporal
LC5	-44.9009	-23.4223	-18.3063266329529	6.184	LC	L	depth	middletemporal
LC6	-48.9683	-22.3826	-18.8968229172656	6.184	LC	L	depth	inferiortemporal
LC7	-54.2668	-20.7832	-17.9003190570498	6.184	LC	L	depth	middletemporal
LC8	-60.6146	-20.3292	-18.2018931805151	6.184	LC	L	depth	middletemporal
LC9	-65.9156	-20.7666	-21.2134164728453	6.184	LC	L	depth	middletemporal
LC10	-71.0366	-20.9146	-22.7580123273461	6.184	LC	L	depth	middletemporal
LF1	-28.8132	-44.3936	-15.0614544808916	6.184	LF	L	depth	fusiform
LF2	-34.076	-44.1901	-14.4052802413391	6.184	LF	L	depth	fusiform
LF3	-39.5015	-45.7454	-15.7801338089052	6.184	LF	L	depth	fusiform
LF4	-43.0584	-46.097	-15.8108938538213	6.184	LF	L	depth	inferiortemporal
LF5	-46.183	-44.5223	-14.6499567304962	6.184	LF	L	depth	inferiortemporal
LF6	-49.8351	-41.8351	-12.2339510756169	6.184	LF	L	depth	inferiortemporal
LF7	-55.0134	-40.2583	-11.13199610285	6.184	LF	L	depth	inferiortemporal
LF8	-59.9339	-39.432	-9.60551977376175	6.184	LF	L	depth	middletemporal
LF9	-66.0047	-39.0357	-9.01555466916891	6.184	LF	L	depth	middletemporal
LF10	-71.1792	-39.5445	-9.19438290427831	6.184	LF	L	depth	middletemporal
LX1	-10.1803	-49.0356	18.7793924028365	5.024	LX	L	depth	isthmuscingulate
LX2	-13.1967	-48.5218	18.3632344812757	5.024	LX	L	depth	precuneus
LX8	-36.0972	-51.6432	21.053091948497	5.024	LX	L	depth	inferiorparietal
LX9	-40.1148	-53.1419	21.4015411638336	5.024	LX	L	depth	inferiorparietal
LX10	-43.0462	-53.124	22.6651612488305	5.024	LX	L	depth	inferiorparietal
LX11	-47.1243	-51.6777	22.4870812799367	5.024	LX	L	depth	inferiorparietal
LX12	-51.4062	-50.7277	22.4176515554283	5.024	LX	L	depth	supramarginal
LX13	-55.0283	-50.3049	23.4085141853999	5.024	LX	L	depth	supramarginal
LX14	-59.8968	-49.4882	24.0542412014083	5.024	LX	L	depth	supramarginal
LP1	-6.23914	-61.2763	37.9698184304996	5.024	LP	L	depth	precuneus
LP2	-8.67244	-59.954	40.3934262681284	5.024	LP	L	depth	precuneus
LP3	-10.7132	-57.0238	44.2432578512655	5.024	LP	L	depth	precuneus
LP4	-14.11	-54.2011	46.4919487411663	5.024	LP	L	depth	precuneus
LP5	-18.7712	-52.0117	49.2583270641998	5.024	LP	L	depth	superiorparietal
LP6	-23.2851	-50.2936	51.5893502331014	5.024	LP	L	depth	superiorparietal
LP7	-28.11	-49.5293	53.1547508094264	5.024	LP	L	depth	superiorparietal
LP8	-32.3604	-49.1125	53.8804644540814	5.024	LP	L	depth	superiorparietal
LP9	-34.5828	-49.7068	55.750175357414	5.024	LP	L	depth	superiorparietal
LP10	-38.9712	-49.2004	57.1518251508213	5.024	LP	L	depth	superiorparietal
LP11	-42.6241	-48.1574	57.5620643549527	5.024	LP	L	depth	superiorparietal
LP12	-45.6166	-47.0018	58.8558140203495	5.024	LP	L	depth	superiorparietal
LY1	-35.8245	12.0403	-7.83235469933236	5.024	LY	L	depth	insula
LY2	-35.7479	13.5976	-6.05967352221671	5.024	LY	L	depth	insula
LY3	-35.33	15.808	-2.69805080913491	5.024	LY	L	depth	insula
LY4	-34.7345	17.7957	-0.381587215184003	5.024	LY	L	depth	insula
LY9	-26.1248	26.0526	18.6263077563285	5.024	LY	L	depth	rostralmiddlefrontal
LY10	-24.1401	28.1556	22.1283351691803	5.024	LY	L	depth	rostralmiddlefrontal
LY11	-23.7356	30.2348	26.7245762198263	5.024	LY	L	depth	rostralmiddlefrontal
LY12	-23.5056	31.0447	29.8672763126972	5.024	LY	L	depth	rostralmiddlefrontal
LY13	-23.6185	32.4659	34.8829976989404	5.024	LY	L	depth	superiorfrontal
LY14	-23.0608	34.1677	40.5102810287943	5.024	LY	L	depth	superiorfrontal
LY15	-21.5919	35.2363	44.3443224363512	5.024	LY	L	depth	superiorfrontal
LY16	-22.0152	38.6523	48.9428771656274	5.024	LY	L	depth	superiorfrontal
LQ1	-4.90987	44.4834	15.4332443929261	5.024	LQ	L	depth	rostralanteriorcingulate
LQ2	-7.0687	43.8995	16.2200684474851	5.024	LQ	L	depth	rostralanteriorcingulate
LQ3	-9.90509	41.4332	17.2827566211807	5.024	LQ	L	depth	superiorfrontal
LQ4	-12.4229	41.1213	19.3073459571829	5.024	LQ	L	depth	superiorfrontal
LQ5	-16.1807	40.7935	20.6377368680236	5.024	LQ	L	depth	superiorfrontal
LQ6	-20.168	41.4672	23.5597731987742	5.024	LQ	L	depth	rostralmiddlefrontal
LQ7	-23.5877	41.4991	27.6830690796719	5.024	LQ	L	depth	rostralmiddlefrontal
LQ8	-25.9213	42.3825	31.0680997015563	5.024	LQ	L	depth	rostralmiddlefrontal
LQ9	-29.2046	44.0493	33.8783119083123	5.024	LQ	L	depth	rostralmiddlefrontal
LQ10	-32.86	45.3564	36.6457917762985	5.024	LQ	L	depth	rostralmiddlefrontal
LO1	-6.88394	47.324	-18.0063904651256	5.024	LO	L	depth	medialorbitofrontal
LO2	-10.2704	47.862	-16.0968996397958	5.024	LO	L	depth	medialorbitofrontal
LO3	-13.5274	47.63	-15.4471833891247	5.024	LO	L	depth	medialorbitofrontal
LO4	-17.0405	48.2231	-13.8470414877163	5.024	LO	L	depth	medialorbitofrontal
LO5	-20.7443	48.7077	-13.2637092316935	5.024	LO	L	depth	lateralorbitofrontal
LO6	-25.0078	49.2727	-12.5401764070301	5.024	LO	L	depth	rostralmiddlefrontal
LO7	-28.8173	49.9509	-11.1560236675375	5.024	LO	L	depth	rostralmiddlefrontal
LO8	-32.5524	51.2075	-8.66679297536117	5.024	LO	L	depth	rostralmiddlefrontal
LO9	-36.2689	53.0787	-6.7937754048348	5.024	LO	L	depth	rostralmiddlefrontal
LO10	-40.1909	54.5639	-6.08026115605777	5.024	LO	L	depth	rostralmiddlefrontal
LO11	-44.0374	54.9795	-4.2137230134074	5.024	LO	L	depth	rostralmiddlefrontal
LO12	-47.6587	53.9949	-1.66111639082624	5.024	LO	L	depth	rostralmiddlefrontal
LO13	-51.9231	52.733	0.851626708995624	5.024	LO	L	depth	rostralmiddlefrontal
LO14	-54.9419	52.3172	2.34113712642583	5.024	LO	L	depth	rostralmiddlefrontal
RB1	27.9091	-11.7246	-25.8572884029985	6.184	RB	R	depth	insula
RB2	34.1128	-12.1396	-27.9321797797212	6.184	RB	R	depth	fusiform
RB3	37.2375	-11.7167	-29.4019213375887	6.184	RB	R	depth	fusiform
RB4	40.8663	-10.1728	-28.9087191057778	6.184	RB	R	depth	inferiortemporal
RB5	45.0681	-6.33842	-24.3040986570712	6.184	RB	R	depth	inferiortemporal
RB6	49.1686	-3.81075	-22.098619658285	6.184	RB	R	depth	middletemporal
RB7	53.4465	-2.43641	-21.8258007814422	6.184	RB	R	depth	middletemporal
RB8	59.6349	-1.95841	-24.72099139577	6.184	RB	R	depth	middletemporal
RB9	64.0237	-1.73073	-28.4345067269208	6.184	RB	R	depth	middletemporal
RB10	68.0312	-1.41042	-30.2500819443791	6.184	RB	R	depth	middletemporal
RC1	33.7078	-33.9619	-13.5158870231645	6.184	RC	R	depth	fusiform
RC5	55.945	-36.3306	-13.4794630949197	6.184	RC	R	depth	middletemporal
RC6	63.0903	-36.8196	-12.7416306991579	6.184	RC	R	depth	middletemporal
RC7	68.8106	-36.4762	-11.5843869203798	6.184	RC	R	depth	middletemporal
RC8	72.7205	-35.9875	-11.2140995206088	6.184	RC	R	depth	middletemporal
RC9	77.02	-36.3163	-10.0301448107972	6.184	RC	R	depth	middletemporal
RC10	80.8772	-36.9054	-10.1417997555072	6.184	RC	R	depth	middletemporal
RY1	40.9458	5.82017	-4.1737849078818	5.024	RY	R	depth	insula
RY2	39.9406	6.71737	-2.07140195898191	5.024	RY	R	depth	insula
RY3	39.4951	8.50057	2.27268363646027	5.024	RY	R	depth	insula
RY4	39.9685	11.6012	7.65853799470436	5.024	RY	R	depth	parsopercularis
RY9	35.3669	22.3138	27.4446322753149	5.024	RY	R	depth	rostralmiddlefrontal
RY10	34.449	25.0896	33.6640919930156	5.024	RY	R	depth	rostralmiddlefrontal
RY11	32.8315	27.2386	37.8605507006096	5.024	RY	R	depth	rostralmiddlefrontal
RY12	31.8197	29.4796	40.1344064835421	5.024	RY	R	depth	rostralmiddlefrontal
RY13	30.5444	31.3318	42.7593916946601	5.024	RY	R	depth	rostralmiddlefrontal
RY14	28.6246	34.8243	46.874092015224	5.024	RY	R	depth	rostralmiddlefrontal
RY15	27.0608	36.377	49.0635383236552	5.024	RY	R	depth	superiorfrontal
RY16	26.4565	38.9473	52.5441000436146	5.024	RY	R	depth	superiorfrontal
