name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region
TG1	-38.1389	17.2261	-48.1577429963108	-999	TG	L	grid	-33.3881	15.5352	-36.3658	temporalpole
TG2	-50.2697	15.5409	-44.5571955452578	-999	TG	L	grid	-41.3209	10.2972	-32.1494	middletemporal
TG3	-55.5319	7.30091	-37.1813861774934	-999	TG	L	grid	-46.6015	2.88637	-27.3023	middletemporal
TG4	-60.603	-2.64357	-33.3340495381168	-999	TG	L	grid	-50.588	-5.0122	-22.2882	middletemporal
TG5	-64.1852	-12.3662	-29.7247421383878	-999	TG	L	grid	-52.0264	-12.9976	-16.0889	middletemporal
TG6	-69.7598	-18.8071	-23.9810752360652	-999	TG	L	grid	-57.2673	-21.2972	-12.0934	middletemporal
TG7	-70.1531	-27.2259	-13.6653945643347	-999	TG	L	grid	-58.6985	-29.5726	-6.89412	middletemporal
TG8	-71.7693	-36.4166	-8.45645533323946	-999	TG	L	grid	-58.212	-37.9904	-0.518673	middletemporal
TG9	-41.5173	26.0728	-42.0976598391673	-999	TG	L	grid	-33.7435	23.5337	-28.701	temporalpole
TG10	-49.5848	21.8656	-33.4980912802487	-999	TG	L	grid	-41.6118	17.0984	-24.1876	superiortemporal
TG11	-56.527	16.7266	-27.4985113101732	-999	TG	L	grid	-46.8923	9.68764	-19.3405	superiortemporal
TG12	-63.5241	6.25748	-22.8218399687842	-999	TG	L	grid	-50.8789	1.78894	-14.3265	middletemporal
TG13	-68.3716	-5.39586	-19.0150817376301	-999	TG	L	grid	-53.5789	-6.3073	-8.14558	superiortemporal
TG14	-69.7133	-13.7917	-10.2527062091471	-999	TG	L	grid	-57.5654	-14.2059	-3.13162	middletemporal
TG15	-70.7386	-22.2429	-3.01871129103698	-999	TG	L	grid	-57.6631	-23.857	1.4008	superiortemporal
TG16	-70.6735	-32.1186	2.61345553514308	-999	TG	L	grid	-57.2339	-31.3451	6.92602	superiortemporal
TG18	-51.3415	24.7921	-24.2538680827593	-999	TG	L	grid	-39.9135	22.27	-15.7529	lateralorbitofrontal
