name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LCG1-LCG2	SEEG	V	n/a	n/a	bipolar	LCG	500	depth	n/a
LCG2-LCG4	SEEG	V	n/a	n/a	bipolar	LCG	500	depth	n/a
LCG4-LCG5	SEEG	V	n/a	n/a	bipolar	LCG	500	depth	n/a
LCG5-LCG7	SEEG	V	n/a	n/a	bipolar	LCG	500	depth	n/a
LIN1-LIN2	SEEG	V	n/a	n/a	bipolar	LIN	500	depth	n/a
LIN2-LIN3	SEEG	V	n/a	n/a	bipolar	LIN	500	depth	n/a
LIN3-LIN4	SEEG	V	n/a	n/a	bipolar	LIN	500	depth	n/a
LIN4-LIN5	SEEG	V	n/a	n/a	bipolar	LIN	500	depth	n/a
LIN5-LIN6	SEEG	V	n/a	n/a	bipolar	LIN	500	depth	n/a
LIN6-LIN7	SEEG	V	n/a	n/a	bipolar	LIN	500	depth	n/a
LIN7-LIN8	SEEG	V	n/a	n/a	bipolar	LIN	500	depth	n/a
LOFC1-LOFC2	SEEG	V	n/a	n/a	bipolar	LOFC	500	depth	n/a
LOFC2-LOFC3	SEEG	V	n/a	n/a	bipolar	LOFC	500	depth	n/a
LOFC3-LOFC7	SEEG	V	n/a	n/a	bipolar	LOFC	500	depth	n/a
LOFC7-LOFC8	SEEG	V	n/a	n/a	bipolar	LOFC	500	depth	n/a
LOFC8-LOFC12	SEEG	V	n/a	n/a	bipolar	LOFC	500	depth	n/a
LOFC12-LOFC13	SEEG	V	n/a	n/a	bipolar	LOFC	500	depth	n/a
LOFC13-LOFC14	SEEG	V	n/a	n/a	bipolar	LOFC	500	depth	n/a
LA1-LA2	SEEG	V	n/a	n/a	bipolar	LA	500	depth	n/a
LA2-LA3	SEEG	V	n/a	n/a	bipolar	LA	500	depth	n/a
LA3-LA4	SEEG	V	n/a	n/a	bipolar	LA	500	depth	n/a
LA4-LA7	SEEG	V	n/a	n/a	bipolar	LA	500	depth	n/a
LA7-LA8	SEEG	V	n/a	n/a	bipolar	LA	500	depth	n/a
LHH1-LHH2	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHH2-LHH3	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHH3-LHH4	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHH4-LHH6	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHH6-LHH7	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHH7-LHH8	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHH8-LHH9	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHH9-LHH10	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHH10-LHH12	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHH12-LHH13	SEEG	V	n/a	n/a	bipolar	LHH	500	depth	n/a
LHB1-LHB2	SEEG	V	n/a	n/a	bipolar	LHB	500	depth	n/a
LHB2-LHB3	SEEG	V	n/a	n/a	bipolar	LHB	500	depth	n/a
LHB3-LHB4	SEEG	V	n/a	n/a	bipolar	LHB	500	depth	n/a
LHB4-LHB5	SEEG	V	n/a	n/a	bipolar	LHB	500	depth	n/a
LHB5-LHB6	SEEG	V	n/a	n/a	bipolar	LHB	500	depth	n/a
LHB6-LHB10	SEEG	V	n/a	n/a	bipolar	LHB	500	depth	n/a
LHB10-LHB11	SEEG	V	n/a	n/a	bipolar	LHB	500	depth	n/a
LHB11-LHB12	SEEG	V	n/a	n/a	bipolar	LHB	500	depth	n/a
LHT3-LHT4	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LHT4-LHT6	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LHT6-LHT7	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LHT7-LHT8	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LHT8-LHT9	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LHT9-LHT10	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LHT10-LHT13	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LHT13-LHT14	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LHT14-LHT15	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LHT15-LHT16	SEEG	V	n/a	n/a	bipolar	LHT	500	depth	n/a
LSPT1-LSPT2	SEEG	V	n/a	n/a	bipolar	LSPT	500	depth	n/a
LSPT2-LSPT3	SEEG	V	n/a	n/a	bipolar	LSPT	500	depth	n/a
LSPT3-LSPT6	SEEG	V	n/a	n/a	bipolar	LSPT	500	depth	n/a
LSPT6-LSPT7	SEEG	V	n/a	n/a	bipolar	LSPT	500	depth	n/a
LSPT7-LSPT8	SEEG	V	n/a	n/a	bipolar	LSPT	500	depth	n/a
RCG2-RCG4	SEEG	V	n/a	n/a	bipolar	RCG	500	depth	n/a
RCG4-RCG5	SEEG	V	n/a	n/a	bipolar	RCG	500	depth	n/a
RCG5-RCG7	SEEG	V	n/a	n/a	bipolar	RCG	500	depth	n/a
RCG7-RCG8	SEEG	V	n/a	n/a	bipolar	RCG	500	depth	n/a
RIN1-RIN2	SEEG	V	n/a	n/a	bipolar	RIN	500	depth	n/a
RIN2-RIN4	SEEG	V	n/a	n/a	bipolar	RIN	500	depth	n/a
RIN4-RIN5	SEEG	V	n/a	n/a	bipolar	RIN	500	depth	n/a
RIN5-RIN7	SEEG	V	n/a	n/a	bipolar	RIN	500	depth	n/a
ROFC1-ROFC2	SEEG	V	n/a	n/a	bipolar	ROFC	500	depth	n/a
ROFC2-ROFC3	SEEG	V	n/a	n/a	bipolar	ROFC	500	depth	n/a
ROFC3-ROFC7	SEEG	V	n/a	n/a	bipolar	ROFC	500	depth	n/a
ROFC7-ROFC8	SEEG	V	n/a	n/a	bipolar	ROFC	500	depth	n/a
ROFC8-ROFC12	SEEG	V	n/a	n/a	bipolar	ROFC	500	depth	n/a
ROFC12-ROFC13	SEEG	V	n/a	n/a	bipolar	ROFC	500	depth	n/a
ROFC13-ROFC14	SEEG	V	n/a	n/a	bipolar	ROFC	500	depth	n/a
RA1-RA2	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA2-RA5	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA5-RA6	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA6-RA7	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA7-RA8	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RHH1-RHH2	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHH2-RHH3	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHH3-RHH4	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHH4-RHH6	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHH6-RHH7	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHH7-RHH8	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHH8-RHH9	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHH9-RHH10	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHH10-RHH12	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHH12-RHH13	SEEG	V	n/a	n/a	bipolar	RHH	500	depth	n/a
RHB1-RHB2	SEEG	V	n/a	n/a	bipolar	RHB	500	depth	n/a
RHB2-RHB3	SEEG	V	n/a	n/a	bipolar	RHB	500	depth	n/a
RHB3-RHB4	SEEG	V	n/a	n/a	bipolar	RHB	500	depth	n/a
RHB4-RHB5	SEEG	V	n/a	n/a	bipolar	RHB	500	depth	n/a
RHB5-RHB6	SEEG	V	n/a	n/a	bipolar	RHB	500	depth	n/a
RHB6-RHB10	SEEG	V	n/a	n/a	bipolar	RHB	500	depth	n/a
RHB10-RHB11	SEEG	V	n/a	n/a	bipolar	RHB	500	depth	n/a
RHB11-RHB12	SEEG	V	n/a	n/a	bipolar	RHB	500	depth	n/a
RHT3-RHT4	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RHT4-RHT6	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RHT6-RHT7	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RHT7-RHT8	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RHT8-RHT9	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RHT9-RHT10	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RHT10-RHT13	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RHT13-RHT14	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RHT14-RHT15	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RHT15-RHT16	SEEG	V	n/a	n/a	bipolar	RHT	500	depth	n/a
RSPT2-RSPT3	SEEG	V	n/a	n/a	bipolar	RSPT	500	depth	n/a
RSPT3-RSPT4	SEEG	V	n/a	n/a	bipolar	RSPT	500	depth	n/a
RSPT4-RSPT7	SEEG	V	n/a	n/a	bipolar	RSPT	500	depth	n/a
RSPT7-RSPT8	SEEG	V	n/a	n/a	bipolar	RSPT	500	depth	n/a
RSPT8-RSPT9	SEEG	V	n/a	n/a	bipolar	RSPT	500	depth	n/a
RSPT9-RSPT10	SEEG	V	n/a	n/a	bipolar	RSPT	500	depth	n/a
