name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
LA1	-13.7565	0.149661	-22.4646221935459	-999	LA	L	depth	-10.3855	-3.12111	-17.6744	Left Ent entorhinal area	n/a	n/a	Left EC
LA2	-18.5988	2.47879	-22.8313407598309	-999	LA	L	depth	-16.1588	-1.67544	-18.2835	Left Amygdala	n/a	n/a	Left Amy
LA3	-23.3333	2.69233	-23.5855489109026	-999	LA	L	depth	-21.5171	-1.29684	-18.7125	Left Amygdala	n/a	n/a	Left Amy
LA4	-27.3896	3.4839	-24.6141441062158	-999	LA	L	depth	-25.7251	-0.0491014	-19.472	Left Amygdala	n/a	n/a	Left Amy
LA5	-33.0996	3.56964	-23.9606137986013	-999	LA	L	depth	-30.9427	0.61055	-18.9712	Left Ent entorhinal area	insula	n/a	n/a
LA6	-38.6829	5.24895	-22.8560025464135	-999	LA	L	depth	-36.5757	2.33715	-18.6507	Left Cerebral White Matter	insula	n/a	n/a
LA7	-43.076	5.83104	-23.5789493681865	-999	LA	L	depth	-41.9339	2.71581	-19.0796	Left Cerebral White Matter	superiortemporal	n/a	n/a
LA8	-47.182	7.30206	-23.9154482917354	-999	LA	L	depth	-47.1855	4.09544	-19.7389	Left Cerebral White Matter	superiortemporal	n/a	n/a
LB1	-28.6514	-15.2464	-12.4425823618279	-999	LB	L	depth	-26.4358	-16.0398	-6.84413	Left Cerebral White Matter	n/a	n/a	n/a
LB2	-33.8024	-14.6809	-12.4011898225293	-999	LB	L	depth	-31.7939	-15.6611	-7.27318	Left Cerebral White Matter	n/a	n/a	n/a
LB3	-39.4101	-12.9028	-11.6652943786335	-999	LB	L	depth	-37.6741	-15.2165	-7.65215	Left Cerebral White Matter	superiortemporal	n/a	n/a
LB4	-43.2299	-10.7138	-12.2008408890318	-999	LB	L	depth	-41.8819	-13.9688	-8.41146	Left Cerebral White Matter	superiortemporal	n/a	n/a
LB5	-47.6774	-10.6214	-14.4477484077189	-999	LB	L	depth	-47.2402	-13.5902	-8.84053	Left Cerebral White Matter	superiortemporal	n/a	n/a
LB6	-53.8829	-9.55789	-16.4787647020816	-999	LB	L	depth	-52.4918	-12.2106	-9.49987	Left STG superior temporal gyrus	superiortemporal	n/a	n/a
LB7	-60.1807	-7.875	-17.0098824651867	-999	LB	L	depth	-57.6029	-10.5499	-9.22933	Left MTG middle temporal gyrus	superiortemporal	n/a	Left Middle Temporal Gyrus
LB8	-66.5242	-7.46106	-18.0400526792925	-999	LB	L	depth	-63.483	-10.1053	-9.60829	Left MTG middle temporal gyrus	middletemporal	n/a	Left Middle Temporal Gyrus
LC1	-20.6674	-26.596	-11.034530044287	-999	LC	L	depth	-19.4016	-28.3878	-6.04229	Left PHG parahippocampal gyrus	n/a	SUB	Left Sub
LC2	-26.1125	-27.7816	-10.5095963941428	-999	LC	L	depth	-24.7261	-28.7294	-5.31125	Left Hippocampus	n/a	DG	Left DG
LC3	-31.2546	-27.7455	-10.4892531441102	-999	LC	L	depth	-29.9439	-28.0697	-4.81046	Left Hippocampus	n/a	CA1	Left CA1
LC4	-36.6426	-27.5303	-8.63100107110355	-999	LC	L	depth	-35.1281	-28.1302	-3.14967	Left Cerebral White Matter	n/a	n/a	n/a
LC5	-43.5009	-26.3134	-7.99717974368092	-999	LC	L	depth	-40.8677	-27.4045	-2.59886	Left Cerebral White Matter	middletemporal	n/a	n/a
LC6	-49.0917	-26.817	-8.40490499438172	-999	LC	L	depth	-46.1923	-27.7461	-1.86782	Left Cerebral White Matter	middletemporal	n/a	n/a
LC7	-53.8614	-26.1929	-9.3733949838872	-999	LC	L	depth	-51.4102	-27.0864	-1.36702	Left MTG middle temporal gyrus	middletemporal	n/a	Left Middle Temporal Gyrus
LC8	-58.9873	-26.2218	-10.6765108173426	-999	LC	L	depth	-56.7347	-27.4279	-0.635996	Left MTG middle temporal gyrus	superiortemporal	n/a	Left Middle Temporal Gyrus
LD1	-34.4527	0.367054	7.0895592693631	-999	LD	L	depth	-31.524	-0.946617	7.27295	Left Cerebral White Matter	insula	n/a	n/a
LD2	-33.3622	1.08189	12.542743646679	-999	LD	L	depth	-30.822	0.480913	12.3702	Left Cerebral White Matter	insula	n/a	n/a
LD3	-31.2678	2.27835	18.0803333712147	-999	LD	L	depth	-30.0132	2.90866	17.22	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LD4	-29.3732	3.90702	23.4568577315327	-999	LD	L	depth	-29.2045	5.33638	22.07	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LD5	-27.599	4.15039	28.984000086575	-999	LD	L	depth	-28.5025	6.76391	27.1672	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LD6	-28.1902	5.82456	34.3167811205125	-999	LD	L	depth	-27.6937	9.19157	32.0171	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LD7	-29.7099	7.01176	39.7081628629548	-999	LD	L	depth	-26.8849	11.6194	36.867	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LD8	-30.4693	9.32497	46.0651906263394	-999	LD	L	depth	-25.9357	14.3326	42.7362	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LE1	-9.02211	32.262	27.7121636960595	-999	LE	L	depth	-7.26524	33.1603	22.5671	Left SMC supplementary motor cortex	superiorfrontal	n/a	n/a
LE2	-14.5924	32.8043	27.1460541264015	-999	LE	L	depth	-12.3427	34.108	24.1381	Left Cerebral White Matter	superiorfrontal	n/a	n/a
LE3	-19.4399	33.247	26.0693561232905	-999	LE	L	depth	-17.4201	35.0556	25.709	Left Cerebral White Matter	superiorfrontal	n/a	n/a
LE4	-23.6357	33.7955	27.4172102554524	-999	LE	L	depth	-21.454	35.871	27.1697	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LE5	-30.1368	34.583	31.3699639990063	-999	LE	L	depth	-28.1305	37.732	27.6392	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LE6	-35.1418	32.7114	36.0893324132841	-999	LE	L	depth	-33.208	38.6796	29.2102	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LE7	-39.6411	32.3569	37.9541413594538	-999	LE	L	depth	-37.2418	39.4949	30.6707	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LE8	-44.9542	33.5899	38.3844341979468	-999	LE	L	depth	-42.3192	40.4425	32.2416	n/a	rostralmiddlefrontal	n/a	n/a
LF1	-14.3191	43.4077	5.35058878656492	-999	LF	L	depth	-10.6737	44.3492	6.0583	Left Cerebral White Matter	superiorfrontal	n/a	n/a
LF2	-20.2856	42.3113	6.52365663047612	-999	LF	L	depth	-15.8916	45.0114	6.60982	Left Cerebral White Matter	superiorfrontal	n/a	n/a
LF3	-27.2592	40.5732	6.99910122198279	-999	LF	L	depth	-21.3566	44.3878	6.38915	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LF4	-34.5039	41.6574	8.63026953003805	-999	LF	L	depth	-27.0961	45.1163	6.99584	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LF5	-39.0187	43.2239	10.1054703697535	-999	LF	L	depth	-32.4207	44.7781	7.79468	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LF6	-43.6487	43.8371	10.8384684887663	-999	LF	L	depth	-37.6385	45.4403	8.34613	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LF7	-49.1273	43.9039	11.3476278752362	-999	LF	L	depth	-42.9631	45.1022	9.14496	Left MFG middle frontal gyrus	rostralmiddlefrontal	n/a	n/a
LF8	-53.425	43.5581	12.9370522807556	-999	LF	L	depth	-48.1473	45.0497	10.9634	n/a	rostralmiddlefrontal	n/a	n/a
LG1	-16.818	20.078	-5.20554996198688	-999	LG	L	depth	-15.3552	18.013	-5.51546	Left Caudate	lateralorbitofrontal	n/a	n/a
LG2	-20.6393	21.0306	-0.648117816922787	-999	LG	L	depth	-17.9242	19.5329	-1.49591	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
LG3	-25.68	23.1388	2.95157460824366	-999	LG	L	depth	-21.5705	21.9168	1.70708	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
LG4	-28.0289	24.9824	7.3943789372567	-999	LG	L	depth	-24.0328	24.4564	5.86833	Left Cerebral White Matter	parstriangularis	n/a	n/a
LG5	-30.6796	26.4997	10.8179769675351	-999	LG	L	depth	-26.6357	26.7104	9.01015	Left Cerebral White Matter	parstriangularis	n/a	n/a
LG6	-33.2741	27.1603	16.5362162951013	-999	LG	L	depth	-29.7265	28.3159	13.4741	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
