name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
LN1	-19.9391	3.39689	37.0479377215977	-999	LN	L	depth	-21.9712	5.21994	36.9593	Left Cerebral White Matter	superiorfrontal	n/a	n/a
LN2	-21.6579	3.15131	40.0124222030743	-999	LN	L	depth	-23.1349	5.9348	40.1933	Left Cerebral White Matter	superiorfrontal	n/a	n/a
LN3	-25.5682	1.95552	43.6133963900041	-999	LN	L	depth	-25.4844	5.88083	44.3561	Left Cerebral White Matter	superiorfrontal	n/a	n/a
LN4	-30.2354	2.19659	46.3860561090267	-999	LN	L	depth	-27.6921	6.68564	47.5321	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LN5	-33.4051	2.87652	49.5907159267683	-999	LN	L	depth	-29.8999	7.49044	50.7081	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LN6	-35.9373	3.59368	52.4073756644723	-999	LN	L	depth	-32.6296	8.34021	53.8551	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LN7	-36.1409	4.83725	55.464304474948	-999	LN	L	depth	-33.8233	9.21139	57.9121	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LN8	-37.4181	5.98194	57.6644020825408	-999	LN	L	depth	-36.0311	10.0162	61.0881	Left MFG middle frontal gyrus	caudalmiddlefrontal	n/a	n/a
LS1	-39.5662	11.9951	-13.0733821372761	-999	LS	L	depth	-38.5826	8.78968	-8.59628	Left AIns anterior insula	insula	n/a	n/a
LS2	-38.3143	12.6393	-8.05406555739451	-999	LS	L	depth	-37.718	9.61552	-4.03732	Left AIns anterior insula	insula	n/a	n/a
LS3	-37.0649	12.5602	-3.1770819352239	-999	LS	L	depth	-35.8095	10.3564	0.678896	Left AIns anterior insula	insula	n/a	n/a
LS4	-35.4009	12.2878	1.31346281124544	-999	LS	L	depth	-33.8711	10.9579	4.91001	Left AIns anterior insula	insula	n/a	n/a
LS5	-34.2141	11.1949	6.3235019257239	-999	LS	L	depth	-33.1183	10.7906	10.0698	Left AIns anterior insula	insula	n/a	n/a
LS6	-31.8049	11.8232	10.979879733278	-999	LS	L	depth	-31.2097	11.5483	15.1238	Left AIns anterior insula	insula	n/a	n/a
LS7	-27.5443	12.9528	16.4054574910851	-999	LS	L	depth	-28.7491	12.1049	19.3839	Left Cerebral White Matter	insula	n/a	n/a
LS8	-23.3956	14.5194	23.2059440998696	-999	LS	L	depth	-26.8407	12.8628	24.4379	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LS9	-22.0001	15.3285	28.7453562361995	-999	LS	L	depth	-25.9761	13.7104	29.4339	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LS10	-21.1311	14.8637	33.452594577969	-999	LS	L	depth	-24.0675	14.4682	34.488	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LS11	-19.81	13.7318	37.2784512490134	-999	LS	L	depth	-22.129	15.0698	38.7191	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
