name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region
ROF1	31.5959	-12.7329	-40.9319065863622	-999	ROF	R	strip	34.7003	-15.7964	-31.322	fusiform
ROF2	43.2995	-6.55344	-46.5707180891655	-999	ROF	R	strip	41.0514	-9.36667	-36.9163	fusiform
ROF3	51.8338	3.90134	-44.7284076578996	-999	ROF	R	strip	46.9753	-0.639937	-35.1624	inferiortemporal
ROF4	54.8079	11.2634	-40.3001990911492	-999	ROF	R	strip	50.0543	6.1496	-29.7572	inferiortemporal
ROF5	56.5602	15.0265	-30.5122587460553	-999	ROF	R	strip	54.0758	12.3547	-22.8346	middletemporal
ROF6	58.8592	13.3508	-18.3017048611099	-999	ROF	R	strip	54.5222	15.9331	-14.8036	superiortemporal
ROF7	57.7398	14.1366	-6.09872898770406	-999	ROF	R	strip	54.529	16.7088	-5.34947	superiortemporal
ROF8	60.9134	16.4282	3.97524592595509	-999	ROF	R	strip	55.5411	18.104	4.54128	parsopercularis
RFA1	13.1235	46.5131	-27.4738764443277	-999	RFA	R	strip	5.26588	44.5886	-29.108	medialorbitofrontal
RFA2	18.6158	41.0291	-27.0946070181132	-999	RFA	R	strip	12.9316	40.3623	-23.6091	lateralorbitofrontal
RFA3	23.6289	34.5786	-27.3497806135267	-999	RFA	R	strip	22.3742	36.2971	-20.1722	lateralorbitofrontal
RFA4	29.1145	30.6749	-25.947732002398	-999	RFA	R	strip	31.4726	32.2806	-18.5242	lateralorbitofrontal
RFA5	41.5505	31.822	-22.0750338856803	-999	RFA	R	strip	41.3937	29.6429	-15.7814	lateralorbitofrontal
RFA6	53.0248	25.81	-13.3537457603495	-999	RFA	R	strip	48.4102	26.0499	-9.59858	parsorbitalis
RFA7	56.6628	18.9163	-2.48954835000704	-999	RFA	R	strip	53.4791	24.3564	-1.36398	parsopercularis
RFA8	61.0911	19.2728	8.0956141112496	-999	RFA	R	strip	57.9795	22.7478	8.04454	parsopercularis
RFB1	39.7166	61.3138	2.27914820999053	-999	RFB	R	strip	35.2074	61.6016	-1.95159	rostralmiddlefrontal
RFB2	38.0698	59.3556	15.1183965965562	-999	RFB	R	strip	33.5865	57.8908	7.35014	rostralmiddlefrontal
RFB3	34.4215	54.5974	27.4655928304252	-999	RFB	R	strip	32.8694	54.9742	17.5187	rostralmiddlefrontal
RFB4	31.4544	47.5839	35.5691680968671	-999	RFB	R	strip	30.7309	51.2106	26.782	rostralmiddlefrontal
RFB5	27.5957	43.8125	44.5763850396057	-999	RFB	R	strip	28.1049	46.904	36.1201	rostralmiddlefrontal
RFB6	23.9676	40.5607	47.3775747515036	-999	RFB	R	strip	24.6978	41.9948	43.1226	superiorfrontal
RFB7	17.2782	34.4921	56.64250543709	-999	RFB	R	strip	21.4404	34.6334	50.6915	superiorfrontal
