name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
RN1-RN2	SEEG	V	n/a	n/a	bipolar	RN	500	depth	n/a
RN2-RN3	SEEG	V	n/a	n/a	bipolar	RN	500	depth	n/a
RN3-RN4	SEEG	V	n/a	n/a	bipolar	RN	500	depth	n/a
RN4-RN5	SEEG	V	n/a	n/a	bipolar	RN	500	depth	n/a
RN5-RN6	SEEG	V	n/a	n/a	bipolar	RN	500	depth	n/a
RN6-RN7	SEEG	V	n/a	n/a	bipolar	RN	500	depth	n/a
RN7-RN8	SEEG	V	n/a	n/a	bipolar	RN	500	depth	n/a
RN8-RN9	SEEG	V	n/a	n/a	bipolar	RN	500	depth	n/a
RN9-RN10	SEEG	V	n/a	n/a	bipolar	RN	500	depth	n/a
RM1-RM2	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM2-RM3	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM3-RM4	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM4-RM5	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM5-RM6	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM6-RM7	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM7-RM8	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM8-RM9	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM9-RM10	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM10-RM11	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RM11-RM12	SEEG	V	n/a	n/a	bipolar	RM	500	depth	n/a
RO1-RO2	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO2-RO3	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO3-RO4	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO4-RO5	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO5-RO6	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO6-RO7	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO7-RO8	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO8-RO9	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO9-RO10	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO10-RO11	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO11-RO12	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO12-RO13	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RO13-RO14	SEEG	V	n/a	n/a	bipolar	RO	500	depth	n/a
RE1-RE2	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE2-RE3	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE3-RE4	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE4-RE5	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE5-RE6	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE6-RE7	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE7-RE8	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE8-RE9	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE9-RE10	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE10-RE11	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE11-RE12	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE12-RE13	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RE13-RE14	SEEG	V	n/a	n/a	bipolar	RE	500	depth	n/a
RA1-RA2	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA2-RA3	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA3-RA4	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA4-RA5	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA5-RA6	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA6-RA7	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA7-RA8	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA8-RA9	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA9-RA10	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA10-RA11	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA11-RA12	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA12-RA13	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RA13-RA14	SEEG	V	n/a	n/a	bipolar	RA	500	depth	n/a
RB1-RB2	SEEG	V	n/a	n/a	bipolar	RB	500	depth	n/a
RB2-RB3	SEEG	V	n/a	n/a	bipolar	RB	500	depth	n/a
RB3-RB4	SEEG	V	n/a	n/a	bipolar	RB	500	depth	n/a
RB4-RB5	SEEG	V	n/a	n/a	bipolar	RB	500	depth	n/a
RB5-RB6	SEEG	V	n/a	n/a	bipolar	RB	500	depth	n/a
RB6-RB7	SEEG	V	n/a	n/a	bipolar	RB	500	depth	n/a
RB7-RB8	SEEG	V	n/a	n/a	bipolar	RB	500	depth	n/a
RB8-RB9	SEEG	V	n/a	n/a	bipolar	RB	500	depth	n/a
RB9-RB10	SEEG	V	n/a	n/a	bipolar	RB	500	depth	n/a
RT1-RT2	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT2-RT3	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT3-RT4	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT4-RT5	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT5-RT6	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT6-RT7	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT7-RT8	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT8-RT9	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT9-RT10	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT10-RT11	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RT11-RT12	SEEG	V	n/a	n/a	bipolar	RT	500	depth	n/a
RPI1-RPI2	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI2-RPI3	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI3-RPI4	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI4-RPI5	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI5-RPI6	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI6-RPI7	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI7-RPI8	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI8-RPI9	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI9-RPI10	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI10-RPI11	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI11-RPI12	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI12-RPI13	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPI13-RPI14	SEEG	V	n/a	n/a	bipolar	RPI	500	depth	n/a
RPII1-RPII2	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII2-RPII3	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII3-RPII4	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII4-RPII5	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII5-RPII6	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII6-RPII7	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII7-RPII8	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII8-RPII9	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII9-RPII10	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII10-RPII11	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPII11-RPII12	SEEG	V	n/a	n/a	bipolar	RPII	500	depth	n/a
RPIII1-RPIII2	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII2-RPIII3	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII3-RPIII4	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII4-RPIII5	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII5-RPIII6	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII6-RPIII7	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII7-RPIII8	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII8-RPIII9	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII9-RPIII10	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII10-RPIII11	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII11-RPIII12	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII12-RPIII13	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
RPIII13-RPIII14	SEEG	V	n/a	n/a	bipolar	RPIII	500	depth	n/a
