name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
LIOD1	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LIOD2	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LIOD3	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LIOD4	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LIOD5	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LIOD6	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LIOD7	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LIOD8	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LIOD9	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LIOD10	SEEG	V	n/a	n/a	LIOD	500	depth	n/a
LSTGID1	SEEG	V	n/a	n/a	LSTGID	500	depth	n/a
LSTGID2	SEEG	V	n/a	n/a	LSTGID	500	depth	n/a
LSTGID3	SEEG	V	n/a	n/a	LSTGID	500	depth	n/a
LAMYD1	SEEG	V	n/a	n/a	LAMYD	500	depth	n/a
LAMYD2	SEEG	V	n/a	n/a	LAMYD	500	depth	n/a
LAMYD3	SEEG	V	n/a	n/a	LAMYD	500	depth	n/a
LAHD1	SEEG	V	n/a	n/a	LAHD	500	depth	n/a
LAHD2	SEEG	V	n/a	n/a	LAHD	500	depth	n/a
LPHD1	SEEG	V	n/a	n/a	LPHD	500	depth	n/a
LPHD2	SEEG	V	n/a	n/a	LPHD	500	depth	n/a
LPHGD1	SEEG	V	n/a	n/a	LPHGD	500	depth	n/a
LPHGD2	SEEG	V	n/a	n/a	LPHGD	500	depth	n/a
LSMACD1	SEEG	V	n/a	n/a	LSMACD	500	depth	n/a
LSMACD3	SEEG	V	n/a	n/a	LSMACD	500	depth	n/a
LSMACD5	SEEG	V	n/a	n/a	LSMACD	500	depth	n/a
LSMACD7	SEEG	V	n/a	n/a	LSMACD	500	depth	n/a
LSMACD9	SEEG	V	n/a	n/a	LSMACD	500	depth	n/a
LAPFCD1	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LAPFCD2	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LAPFCD3	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LAPFCD4	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LAPFCD5	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LAPFCD6	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LAPFCD7	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LAPFCD8	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LAPFCD9	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LAPFCD10	SEEG	V	n/a	n/a	LAPFCD	500	depth	n/a
LPPFCD1	SEEG	V	n/a	n/a	LPPFCD	500	depth	n/a
