name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
LY1	-38.3937	5.27303	-3.20898147198454	-999	LY	L	depth	-40.2295	6.49068	-0.669498	Left AIns anterior insula	insula	n/a	n/a
LY2	-38.318	7.84373	2.39532784450117	-999	LY	L	depth	-40.2826	9.7652	4.57297	Left AIns anterior insula	parsopercularis	n/a	n/a
LY3	-38.5433	11.2604	8.27055949528476	-999	LY	L	depth	-39.131	13.1426	9.78636	Left FO frontal operculum	parsopercularis	n/a	n/a
LY4	-38.3259	14.5722	13.0706988798521	-999	LY	L	depth	-39.184	16.4187	15.0616	Left Cerebral White Matter	parsopercularis	n/a	n/a
LY5	-35.8887	16.6692	17.4898500235306	-999	LY	L	depth	-38.5451	18.7611	20.7696	Left Cerebral White Matter	parsopercularis	n/a	n/a
LY6	-33.4191	19.9037	21.7675439161279	-999	LY	L	depth	-37.3935	22.1386	25.983	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LY7	-34.5191	23.727	29.3890466321465	-999	LY	L	depth	-37.4076	24.5406	30.5336	Left MFG middle frontal gyrus	rostralmiddlefrontal	n/a	n/a
LY8	-37.2019	25.7537	35.8282660053393	-999	LY	L	depth	-37.4607	27.8167	35.8088	Left Cerebral White Matter	caudalmiddlefrontal	n/a	n/a
LY9	-39.0399	26.6882	42.0525712688653	-999	LY	L	depth	-37.5137	31.0928	41.084	Left MFG middle frontal gyrus	rostralmiddlefrontal	n/a	n/a
RB1	20.9175	-11.8558	-27.3846920948894	-999	RB	R	depth	22.4319	-13.4389	-19.61	Right Cerebral White Matter	entorhinal	n/a	Right MTL WM
RB2	25.8208	-11.9229	-26.6956878499531	-999	RB	R	depth	28.4546	-12.9314	-19.8946	Right Cerebral White Matter	n/a	n/a	Right Sub
RB3	30.9166	-11.1411	-26.9707511293449	-999	RB	R	depth	33.7853	-11.4885	-20.5784	Right Cerebral White Matter	n/a	n/a	Right CA1
RB4	36.4139	-10.6224	-26.2045193708822	-999	RB	R	depth	39.2058	-11.0318	-20.8346	Right Cerebral White Matter	n/a	n/a	n/a
RB5	42.0879	-9.64086	-25.2995473128371	-999	RB	R	depth	44.6262	-10.5751	-21.0907	Right Cerebral White Matter	n/a	n/a	n/a
RB6	46.5676	-8.59126	-25.7390673841955	-999	RB	R	depth	49.957	-9.13216	-21.7747	Right Cerebral White Matter	inferiortemporal	n/a	n/a
RB7	53.3631	-8.80971	-26.6713749662971	-999	RB	R	depth	55.3774	-8.67539	-22.0307	Right MTG middle temporal gyrus	middletemporal	n/a	n/a
RB8	60.7635	-8.67295	-27.6008612643323	-999	RB	R	depth	61.4001	-8.16789	-22.3153	Right MTG middle temporal gyrus	middletemporal	n/a	n/a
RB9	65.9309	-6.87642	-28.4537377102632	-999	RB	R	depth	66.731	-6.72498	-22.9993	n/a	middletemporal	n/a	n/a
LI1	-27.2867	4.93062	-43.9177836509056	-999	LI	L	depth	-30.0771	0.740488	-31.4344	Left Cerebral White Matter	temporalpole	n/a	n/a
LI2	-30.3514	3.44931	-42.5254518970602	-999	LI	L	depth	-34.2034	-0.600918	-30.8074	Left Cerebral White Matter	fusiform	n/a	n/a
LI3	-32.9616	1.92507	-40.5606532584137	-999	LI	L	depth	-39.0214	-1.0069	-30.5797	Left Cerebral White Matter	inferiortemporal	n/a	n/a
LI4	-38.6659	2.28908	-38.8571578610192	-999	LI	L	depth	-43.2313	-0.98442	-29.5086	Left ITG inferior temporal gyrus	inferiortemporal	n/a	n/a
LI5	-45.2352	4.0504	-38.7491393919745	-999	LI	L	depth	-47.4471	-1.33965	-29.3094	Left ITG inferior temporal gyrus	inferiortemporal	n/a	n/a
LI6	-49.7362	3.80368	-37.7010086204429	-999	LI	L	depth	-51.6182	-2.18801	-28.8964	Left ITG inferior temporal gyrus	inferiortemporal	n/a	n/a
LI7	-53.9237	3.78028	-36.0920932877145	-999	LI	L	depth	-56.4364	-2.594	-28.6687	Left MTG middle temporal gyrus	middletemporal	n/a	n/a
LI8	-57.1005	2.09501	-35.2325137982318	-999	LI	L	depth	-60.5627	-3.9354	-28.0417	Left MTG middle temporal gyrus	middletemporal	n/a	n/a
LI9	-60.9354	0.8261	-35.1885898826171	-999	LI	L	depth	-64.7785	-4.29063	-27.8425	n/a	middletemporal	n/a	n/a
LI10	-66.1091	-0.482354	-35.4612138520561	-999	LI	L	depth	-69.5967	-4.69663	-27.6149	n/a	middletemporal	n/a	n/a
LA1	-25.7558	1.60166	-22.0889956355978	-999	LA	L	depth	-26.8656	-1.65739	-15.9198	Left Amygdala	n/a	n/a	Left Amy
LA2	-30.1978	0.267327	-22.6191280077965	-999	LA	L	depth	-31.6838	-2.06338	-15.6921	Left Amygdala	n/a	n/a	Left Amy
LA3	-34.2426	-0.60336	-22.1354735336046	-999	LA	L	depth	-35.8935	-2.04088	-14.621	Left Cerebral White Matter	n/a	n/a	n/a
LA4	-38.0555	-1.0291	-22.2535403241995	-999	LA	L	depth	-40.1095	-2.39612	-14.4218	Left Cerebral White Matter	superiortemporal	n/a	n/a
LA5	-42.0572	-0.535231	-21.3454480628869	-999	LA	L	depth	-44.3253	-2.75135	-14.2227	Left Cerebral White Matter	superiortemporal	n/a	n/a
LA6	-46.7375	0.33039	-19.7373088327272	-999	LA	L	depth	-49.1435	-3.15735	-13.995	Left STG superior temporal gyrus	superiortemporal	n/a	n/a
LA7	-51.3234	1.43235	-18.6334541975021	-999	LA	L	depth	-53.4429	-2.14876	-13.3516	Left STG superior temporal gyrus	middletemporal	n/a	n/a
LA8	-56.2416	0.179815	-19.9130301252538	-999	LA	L	depth	-57.0565	-2.45324	-13.181	Left MTG middle temporal gyrus	middletemporal	n/a	n/a
LA9	-60.6751	-1.0649	-20.9679176269885	-999	LA	L	depth	-61.2723	-2.80846	-12.9817	Left Cerebral White Matter	middletemporal	n/a	n/a
LA10	-64.0203	-1.49238	-20.0322972599398	-999	LA	L	depth	-65.5269	-2.29295	-12.1246	Left MTG middle temporal gyrus	middletemporal	n/a	n/a
LB1	-27.2109	-16.6873	-22.6775767771999	-999	LB	L	depth	-29.2553	-17.6564	-14.1194	Left Hippocampus	n/a	SUB	Left CA1
