name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region
LFPG1	-21.1204	51.8157	42.5739356174474	-999	LFPG	L	grid	-13.0574	50.138	31.0919	superiorfrontal
LFPG2	-21.7007	44.4696	49.7241092479105	-999	LFPG	L	grid	-13.3599	41.7663	37.3252	superiorfrontal
LFPG3	-23.1085	35.7866	53.7190762100455	-999	LFPG	L	grid	-14.4826	34.5833	42.8795	superiorfrontal
LFPG4	-21.5652	28.9941	59.4339852428194	-999	LFPG	L	grid	-14.8129	27.8855	49.1177	superiorfrontal
LFPG5	-17.9282	20.2426	62.8272256052158	-999	LFPG	L	grid	-15.9357	20.7024	54.6719	superiorfrontal
LFPG6	-12.8325	8.06245	69.886439508388	-999	LFPG	L	grid	-16.2521	13.1677	60.9077	superiorfrontal
LFPG7	-9.18256	-0.170408	70.6640684541246	-999	LFPG	L	grid	-15.5306	4.65475	64.6947	superiorfrontal
LFPG8	-14.8465	-7.17425	74.4570765099918	-999	LFPG	L	grid	-15.6846	-4.67862	69.0483	superiorfrontal
LFPG9	-29.7575	49.4856	37.1787602006774	-999	LFPG	L	grid	-22.6054	48.0499	28.5549	rostralmiddlefrontal
LFPG10	-29.2371	42.6968	45.3629682230858	-999	LFPG	L	grid	-22.832	40.432	33.5389	rostralmiddlefrontal
LFPG11	-28.8688	34.5454	49.347715501969	-999	LFPG	L	grid	-23.1932	32.9389	40.4006	superiorfrontal
LFPG12	-32.5394	26.9882	54.7113948325137	-999	LFPG	L	grid	-24.3749	26.6343	46.583	superiorfrontal
LFPG13	-31.1134	17.9123	60.0009382587758	-999	LFPG	L	grid	-24.743	19.5596	53.4458	superiorfrontal
LFPG14	-29.7766	6.10056	66.0969066265409	-999	LFPG	L	grid	-24.9557	11.1047	58.4276	superiorfrontal
LFPG15	-30.5268	-9.86761	68.3945391257418	-999	LFPG	L	grid	-25.1684	2.64988	63.4094	superiorfrontal
LFPG16	-31.9256	-15.3364	72.1121740764809	-999	LFPG	L	grid	-25.2913	-5.88819	67.1395	superiorfrontal
LFPG17	-37.4236	46.4388	31.2989921755522	-999	LFPG	L	grid	-31.2123	45.4853	24.8219	rostralmiddlefrontal
LFPG18	-38.0463	38.7869	41.5198906595712	-999	LFPG	L	grid	-31.5287	37.9506	31.0576	rostralmiddlefrontal
LFPG19	-38.2915	33.5543	45.4499399952208	-999	LFPG	L	grid	-32.6654	31.6045	36.6143	rostralmiddlefrontal
LFPG20	-42.1091	22.9929	50.5558727308064	-999	LFPG	L	grid	-34.2932	24.0735	43.3905	superiorfrontal
LFPG21	-41.4722	13.1493	56.7791186691879	-999	LFPG	L	grid	-34.7063	17.0405	50.8792	superiorfrontal
LFPG22	-41.6587	3.03469	60.0087223847562	-999	LFPG	L	grid	-34.9329	9.42251	55.8632	superiorfrontal
LFPG23	-44.0802	-7.77111	61.3660636529515	-999	LFPG	L	grid	-35.0559	0.884416	59.5934	caudalmiddlefrontal
LFPG24	-44.9794	-17.6126	64.8162971980802	-999	LFPG	L	grid	-33.9123	-7.61581	63.4089	precentral
LFPG25	-45.9443	43.9224	25.9704470121004	-999	LFPG	L	grid	-40.6845	44.1509	21.0356	rostralmiddlefrontal
LFPG26	-46.0278	35.7858	34.095457751498	-999	LFPG	L	grid	-40.8972	35.6961	26.0173	rostralmiddlefrontal
LFPG27	-45.699	28.0037	41.4376209107973	-999	LFPG	L	grid	-42.2065	29.0979	34.076	rostralmiddlefrontal
LFPG28	-46.3413	17.1388	48.0353317908815	-999	LFPG	L	grid	-42.5886	22.8601	40.9412	superiorfrontal
LFPG29	-48.5106	9.63697	50.8733688455067	-999	LFPG	L	grid	-44.1785	15.7061	47.0929	superiorfrontal
LFPG30	-50.0475	0.464044	54.8283209088963	-999	LFPG	L	grid	-43.1246	7.289	52.16	caudalmiddlefrontal
LFPG31	-52.5009	-8.52335	55.1031196608099	-999	LFPG	L	grid	-43.2027	-1.29066	55.2642	caudalmiddlefrontal
LFPG32	-53.0441	-19.564	57.3054222573997	-999	LFPG	L	grid	-42.4604	-11.059	59.0478	precentral
LSPIS1	-0.0931769	-74.4192	38.5639418886536	-999	LSPIS	L	strip	1.16967	-68.3609	43.5269	precuneus
LSPIS2	-0.0451567	-62.8905	48.7602096610609	-999	LSPIS	L	strip	1.50892	-59.2154	48.6153	precuneus
LSPIS3	1.3493	-51.6644	56.598275392439	-999	LSPIS	R	strip	1.04864	-50.1365	53.0209	precuneus
LSPIS4	1.62881	-42.3387	62.0165867967886	-999	LSPIS	R	strip	0.543497	-41.016	58.0524	paracentral
LIPIS1	4.95905	-63.7184	42.6646026901921	-999	LIPIS	R	strip	1.20677	-62.6273	41.666	precuneus
LIPIS2	1.71951	-51.3654	50.4772296053725	-999	LIPIS	R	strip	1.54602	-53.4817	46.7544	precuneus
LIPIS3	1.82206	-46.9994	58.6447670523916	-999	LIPIS	R	strip	1.05482	-45.1982	51.7835	paracentral
LIPIS4	1.78181	-38.5381	59.4603833106994	-999	LIPIS	R	strip	0.639404	-36.1609	55.5633	paracentral
LAIS1	1.86285	1.14678	24.4707713740858	-999	LAIS	R	strip	3.84864	4.08403	30.7908	n/a
LAIS2	1.17872	8.55424	32.0050649689319	-999	LAIS	R	strip	4.20879	11.9743	35.8757	posteriorcingulate
LAIS3	0.0757824	17.2445	40.8204807740001	-999	LAIS	R	strip	3.62785	20.341	42.1564	superiorfrontal
