name	x	y	z	size	group	hemisphere	type	ind.region
Grid1	-51.7881	16.8661	-13.5498004514679	-999	Grid	L	grid	superiortemporal
Grid2	-57.2946	14.4131	-5.95930028381998	-999	Grid	L	grid	superiortemporal
Grid3	-60.9148	6.19836	-0.823110199404729	-999	Grid	L	grid	precentral
Grid4	-62.0075	0.968298	10.6156567408391	-999	Grid	L	grid	precentral
Grid5	-61.2011	-7.48319	16.1755476357454	-999	Grid	L	grid	postcentral
Grid6	-59.8808	-16.9808	16.7833018436944	-999	Grid	L	grid	supramarginal
Grid7	-53.8963	17.7331	-21.993675044462	-999	Grid	L	grid	superiortemporal
Grid8	-58.2333	10.1355	-13.7270567248299	-999	Grid	L	grid	superiortemporal
Grid9	-62.933	1.27265	-10.0698658285411	-999	Grid	L	grid	superiortemporal
Grid10	-64.2481	-4.98686	0.242363378995646	-999	Grid	L	grid	superiortemporal
Grid11	-63.6913	-15.6099	3.87187216443975	-999	Grid	L	grid	superiortemporal
Grid12	-61.6203	-24.3688	4.77666121993672	-999	Grid	L	grid	superiortemporal
Grid13	-55.2514	14.8397	-30.8142986110073	-999	Grid	L	grid	middletemporal
Grid14	-61.0939	7.37302	-20.9393312181781	-999	Grid	L	grid	middletemporal
Grid15	-62.8307	-3.05145	-18.5968375419151	-999	Grid	L	grid	middletemporal
Grid16	-62.119	-10.9145	-12.1534648807426	-999	Grid	L	grid	middletemporal
Grid17	-64.7636	-22.4367	-11.8136758114929	-999	Grid	L	grid	middletemporal
Grid18	-61.7445	-29.039	-7.42759625493551	-999	Grid	L	grid	middletemporal
Grid19	-54.8205	7.99872	-39.6583091760489	-999	Grid	L	grid	middletemporal
Grid20	-59.2515	1.83028	-30.3932132351024	-999	Grid	L	grid	middletemporal
Grid21	-61.4828	-8.1393	-25.9685323976057	-999	Grid	L	grid	middletemporal
Grid22	-61.6856	-18.355	-24.3534485649077	-999	Grid	L	grid	middletemporal
Grid23	-61.8827	-26.577	-22.5454361554635	-999	Grid	L	grid	inferiortemporal
Grid24	-60.3581	-36.1447	-18.3525324877278	-999	Grid	L	grid	inferiortemporal
LOF1	-18.607	63.5569	-16.2301798967919	-999	LOF	L	strip	rostralmiddlefrontal
LOF2	-26.2265	55.7556	-19.5608800074574	-999	LOF	L	strip	lateralorbitofrontal
LOF3	-33.2673	46.8414	-21.3505362263269	-999	LOF	L	strip	lateralorbitofrontal
LOF4	-42.8836	38.2702	-19.8804358839426	-999	LOF	L	strip	parsorbitalis
LAT1	-19.4854	8.95379	-34.1024150125464	-999	LAT	L	strip	entorhinal
LAT2	-22.6582	17.6124	-39.7793142259199	-999	LAT	L	strip	temporalpole
LAT3	-34.3854	22.1425	-41.7096859465877	-999	LAT	L	strip	temporalpole
LAT4	-46.4566	23.0687	-42.2977856135486	-999	LAT	L	strip	inferiortemporal
LBT1	-22.516	2.23452	-47.0501485186385	-999	LBT	L	strip	entorhinal
LBT2	-28.7998	-4.29679	-48.3483706342431	-999	LBT	L	strip	inferiortemporal
LBT3	-44.2444	-7.43917	-46.0902740867902	-999	LBT	L	strip	inferiortemporal
LBT4	-54.488	-10.3881	-40.0797334296707	-999	LBT	L	strip	inferiortemporal
LPT1	-22.4246	-87.3633	41.5809891887051	-999	LPT	L	strip	superiorparietal
LPT2	-33.1485	-84.5383	39.3549699621969	-999	LPT	L	strip	inferiorparietal
LPT3	-40.5664	-79.495	37.5532497188551	-999	LPT	L	strip	inferiorparietal
LPT4	-47.4793	-72.0376	33.4827267212704	-999	LPT	L	strip	inferiorparietal
LPT5	-54.1939	-60.9982	30.8953154004732	-999	LPT	L	strip	inferiorparietal
LPT6	-55.5081	-53.1113	26.5290186743011	-999	LPT	L	strip	inferiorparietal
LFD1	-23.5965	-7.12909	-25.0717040133684	-999	LFD	L	depth	insula
LFD2	-29.0948	-9.13254	-27.0452188087057	-999	LFD	L	depth	insula
LFD3	-34.672	-9.90996	-27.6182726818884	-999	LFD	L	depth	fusiform
LFD4	-42.0435	-7.65813	-23.573102583822	-999	LFD	L	depth	fusiform
LFD5	-49.0726	-8.58965	-22.1037368964518	-999	LFD	L	depth	middletemporal
LFD6	-57.0626	-9.42024	-20.2793660896206	-999	LFD	L	depth	middletemporal
LFD7	-62.2455	-11.2353	-14.9724854437029	-999	LFD	L	depth	middletemporal
LFD8	-65.2792	-16.0083	-13.4507995717182	-999	LFD	L	depth	middletemporal
LFD9	-66.8657	-21.4395	-14.7568715794573	-999	LFD	L	depth	middletemporal
LFD10	-67.8906	-28.2623	-18.7026739370109	-999	LFD	L	depth	middletemporal
RHD1	40.1286	-17.4353	-17.3998653091302	-999	RHD	R	depth	fusiform
RHD2	45.6633	-17.9227	-18.7291708138326	-999	RHD	R	depth	middletemporal
RHD3	51.6454	-18.8555	-20.9827566394486	-999	RHD	R	depth	inferiortemporal
RHD4	60.4047	-17.8466	-19.555597643398	-999	RHD	R	depth	middletemporal
RHD5	67.7607	-16.3847	-17.4233797742778	-999	RHD	R	depth	middletemporal
RHD6	72.1984	-18.8121	-14.617050477303	-999	RHD	R	depth	middletemporal
RHD7	73.9808	-23.1556	-9.95764261712684	-999	RHD	R	depth	middletemporal
RHD8	76.2908	-28.6876	-7.20029012492204	-999	RHD	R	depth	middletemporal
RHD9	79.0693	-32.0771	-2.94221575768032	-999	RHD	R	depth	middletemporal
RHD10	80.2827	-28.0016	2.03431893647857	-999	RHD	R	depth	middletemporal
