name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
LOFCD1	-9.84135	65.6468	-18.3571579704271	-999	LOFCD	L	depth	-12.851	73.308	-3.10645	Left FRP frontal pole	rostralmiddlefrontal	n/a	n/a
LOFCD2	-6.41803	66.1444	-22.2872053165501	-999	LOFCD	L	depth	-9.60665	74.6476	-7.59604	n/a	frontalpole	n/a	n/a
LOFCD3	-18.5003	64.9607	-12.5302478369159	-999	LOFCD	L	depth	-19.4244	71.7305	5.36594	Left FRP frontal pole	rostralmiddlefrontal	n/a	n/a
LOFCD4	-13.4839	66.0572	-15.4775035093207	-999	LOFCD	L	depth	-15.7293	73.0585	0.458427	Left FRP frontal pole	rostralmiddlefrontal	n/a	n/a
LOFCD5	-23.1159	63.0448	-10.8385644027772	-999	LOFCD	L	depth	-22.3184	69.343	9.29825	Left FRP frontal pole	rostralmiddlefrontal	n/a	n/a
LOFCD6	-29.2133	62.4522	-1.99856423326798	-999	LOFCD	L	depth	-28.5446	66.2723	16.9202	Left FRP frontal pole	rostralmiddlefrontal	n/a	n/a
LOFCD7	-25.952	63.6708	-5.87013871984592	-999	LOFCD	L	depth	-25.2062	67.811	13.0836	Left FRP frontal pole	rostralmiddlefrontal	n/a	n/a
LOFCD8	-33.0177	61.4853	2.36714004512688	-999	LOFCD	L	depth	-31.4386	63.8849	20.8525	n/a	rostralmiddlefrontal	n/a	n/a
LOFCD9	-39.4571	58.6168	11.8951738675776	-999	LOFCD	L	depth	-38.1155	60.8076	28.5259	n/a	rostralmiddlefrontal	n/a	n/a
LOFCD10	-36.2729	60.4778	6.88510601946934	-999	LOFCD	L	depth	-34.3265	62.3528	24.6378	n/a	rostralmiddlefrontal	n/a	n/a
LFACD1	-0.507995	36.8582	-1.98039828513178	-999	LFACD	L	depth	-3.18863	35.839	12.8967	Left ACgG anterior cingulate gyrus	caudalanteriorcingulate	n/a	Left ACg
LFACD2	-5.14393	37.3735	2.8964697254255	-999	LFACD	L	depth	-7.41264	36.4254	16.4686	Left ACgG anterior cingulate gyrus	rostralanteriorcingulate	n/a	Left ACg
LFACD3	-9.47509	37.785	7.02352002655843	-999	LFACD	L	depth	-10.2848	37.0315	19.8865	Left MSFG superior frontal gyrus medial segment	rostralanteriorcingulate	n/a	n/a
LFACD4	-16.4145	37.3376	11.6683501916917	-999	LFACD	L	depth	-14.4086	38.6906	24.3309	Left Cerebral White Matter	superiorfrontal	n/a	n/a
LFACD5	-19.9527	37.7953	15.6232576451715	-999	LFACD	L	depth	-18.1818	39.2836	27.8515	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LFACD6	-24.4491	40.8435	19.905800118302	-999	LFACD	L	depth	-22.3966	41.1531	31.2029	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LFACD7	-27.9066	43.2005	23.2113961631002	-999	LFACD	L	depth	-26.1636	42.6015	34.5764	Left Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
LFACD8	-30.3623	44.8659	26.5450849058456	-999	LFACD	L	depth	-29.0358	43.2075	37.9943	Left SFG superior frontal gyrus	rostralmiddlefrontal	n/a	n/a
LFACD9	-34.5738	47.165	31.4156548361616	-999	LFACD	L	depth	-33.1563	45.2942	42.3653	Left MFG middle frontal gyrus	rostralmiddlefrontal	n/a	n/a
LFACD10	-39.6144	48.8183	38.5058522266951	-999	LFACD	L	depth	-38.9006	46.5063	49.2011	n/a	rostralmiddlefrontal	n/a	n/a
LMCD1	-5.56322	31.2952	25.0034197872785	-999	LMCD	L	depth	-5.25993	30.4986	32.1827	Left ACgG anterior cingulate gyrus	superiorfrontal	n/a	Left ACg
