name	x	y	z	size	group	hemisphere	type
LFPG1	-30.9887	45.1309	41.1721065070606	-999	LFPG	L	grid
LFPG2	-38.1018	34.5541	43.4532550076473	-999	LFPG	L	grid
LFPG3	-45.0597	22.3596	45.7773140450413	-999	LFPG	L	grid
LFPG4	-50.1471	14.0707	42.8800631291926	-999	LFPG	L	grid
LFPG5	-54.5002	7.2139	40.228406857366	-999	LFPG	L	grid
LFPG6	-60.2059	1.18581	29.9670987830699	-999	LFPG	L	grid
LFPG7	-67.447	-9.98731	27.5562181813947	-999	LFPG	L	grid
LFPG8	-69.328	-21.753	27.1657271111752	-999	LFPG	L	grid
LFPG9	-36.6041	48.3615	31.709069714624	-999	LFPG	L	grid
LFPG10	-43.6762	39.7978	34.2623640877819	-999	LFPG	L	grid
LFPG11	-50.2461	30.7849	32.6636527901796	-999	LFPG	L	grid
LFPG12	-56.302	17.1489	33.5341557000104	-999	LFPG	L	grid
LFPG13	-62.7521	5.62573	26.648740882136	-999	LFPG	L	grid
LFPG14	-62.7329	0.369401	20.2937983777766	-999	LFPG	L	grid
LFPG15	-69.2631	-8.46412	15.3752808470118	-999	LFPG	L	grid
LFPG16	-68.8385	-19.2096	12.351184233907	-999	LFPG	L	grid
LFPG17	-40.0803	52.533	23.1011345044846	-999	LFPG	L	grid
LFPG18	-48.3697	42.2061	23.8963172323697	-999	LFPG	L	grid
LFPG19	-55.564	33.9273	17.5329544303016	-999	LFPG	L	grid
LFPG20	-62.352	20.8706	18.7914923349385	-999	LFPG	L	grid
LFPG21	-63.5217	10.5731	12.2157397782636	-999	LFPG	L	grid
LFPG22	-64.0473	2.13743	8.09941769187773	-999	LFPG	L	grid
LFPG23	-66.4238	-3.76662	4.08146117076413	-999	LFPG	L	grid
LFPG24	-69.9301	-14.5283	4.28377389424602	-999	LFPG	L	grid
LFPG25	-44.568	50.8039	14.5956025830415	-999	LFPG	L	grid
LFPG26	-52.5523	45.2543	11.0093001903879	-999	LFPG	L	grid
LFPG27	-57.7536	34.9846	8.06694974429755	-999	LFPG	L	grid
LFPG28	-60.7749	25.9929	4.39243747917558	-999	LFPG	L	grid
LFPG29	-62.99	14.4531	0.406294062156358	-999	LFPG	L	grid
LFPG30	-64.6661	6.95831	-2.09886607673058	-999	LFPG	L	grid
LFPG31	-65.5947	-2.63948	-7.85576766816101	-999	LFPG	L	grid
LFPG32	-69.1442	-13.2691	-8.17257296681314	-999	LFPG	L	grid
LSFPG1	-44.676	-19.2324	64.3905555622053	-999	LSFPG	L	grid
LSFPG2	-45.4767	-9.49919	60.2408002451192	-999	LSFPG	L	grid
LSFPG3	-40.0523	4.77157	59.4652188505212	-999	LSFPG	L	grid
LSFPG4	-36.7013	15.5584	58.9209554874511	-999	LSFPG	L	grid
LSFPG5	-36.6028	26.2129	52.9317910179417	-999	LSFPG	L	grid
LSFPG6	-30.7151	36.3304	47.6501698710311	-999	LSFPG	L	grid
LSFPG7	-30.9902	44.3875	42.1265702893053	-999	LSFPG	L	grid
LSFPG8	-27.4617	54.5503	32.6857854235033	-999	LSFPG	L	grid
LSFPG9	-33.7717	-16.3872	71.4293111832548	-999	LSFPG	L	grid
LSFPG10	-35.7259	-7.07453	67.0732521455441	-999	LSFPG	L	grid
LSFPG11	-31.8274	4.7901	64.6241584070462	-999	LSFPG	L	grid
LSFPG12	-25.3466	14.4435	63.9822367808376	-999	LSFPG	L	grid
LSFPG13	-27.0855	25.5409	57.6625756270652	-999	LSFPG	L	grid
LSFPG14	-23.2174	37.5443	53.5083697505042	-999	LSFPG	L	grid
LSFPG15	-22.1112	46.9871	46.1971279835018	-999	LSFPG	L	grid
LSFPG16	-18.2257	54.1208	40.3980074674276	-999	LSFPG	L	grid
LPD1	-29.5722	-28.08	29.5837720983315	-999	LPD	L	depth
LPD2	-38.6787	-23.074	26.7537474682168	-999	LPD	L	depth
LPD3	-48.0778	-16.5682	26.155128457254	-999	LPD	L	depth
LPD4	-55.7838	-8.20402	25.522685444439	-999	LPD	L	depth
LSD1	-18.4345	-0.833904	28.5025873608917	-999	LSD	L	depth
LSD2	-29.1139	0.513437	34.4261266340878	-999	LSD	L	depth
LSD3	-41.0467	5.05899	38.2053633123056	-999	LSD	L	depth
LSD4	-49.4621	8.10881	45.6096085005452	-999	LSD	L	depth
LID1	-25.1225	-9.27732	1.22931217249684	-999	LID	L	depth
LID2	-35.3055	-5.01292	4.74134611446967	-999	LID	L	depth
LID3	-44.8659	-0.878677	7.59405099562848	-999	LID	L	depth
LID4	-58.0714	1.19998	13.3604913434507	-999	LID	L	depth
