name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
LTG1	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG2	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG3	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG4	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG5	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG6	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG7	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG8	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG9	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG10	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG11	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG12	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG13	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG14	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG15	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG16	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG17	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG18	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG19	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG20	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG21	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG22	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG23	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG24	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG25	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG26	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG27	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG28	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG29	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG30	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG31	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LTG32	ECOG	V	n/a	n/a	LTG	1000	grid	n/a
LASTG1	ECOG	V	n/a	n/a	LASTG	1000	grid	n/a
LASTG2	ECOG	V	n/a	n/a	LASTG	1000	grid	n/a
LASTG3	ECOG	V	n/a	n/a	LASTG	1000	grid	n/a
LASTG4	ECOG	V	n/a	n/a	LASTG	1000	grid	n/a
LASTG5	ECOG	V	n/a	n/a	LASTG	1000	grid	n/a
LASTG6	ECOG	V	n/a	n/a	LASTG	1000	grid	n/a
LASTG7	ECOG	V	n/a	n/a	LASTG	1000	grid	n/a
LASTG8	ECOG	V	n/a	n/a	LASTG	1000	grid	n/a
LPSTG1	ECOG	V	n/a	n/a	LPSTG	1000	grid	n/a
LPSTG2	ECOG	V	n/a	n/a	LPSTG	1000	grid	n/a
LPSTG3	ECOG	V	n/a	n/a	LPSTG	1000	grid	n/a
LPSTG4	ECOG	V	n/a	n/a	LPSTG	1000	grid	n/a
LPSTG5	ECOG	V	n/a	n/a	LPSTG	1000	grid	n/a
LPSTG6	ECOG	V	n/a	n/a	LPSTG	1000	grid	n/a
LPSTG7	ECOG	V	n/a	n/a	LPSTG	1000	grid	n/a
LPSTG8	ECOG	V	n/a	n/a	LPSTG	1000	grid	n/a
LAHD1	SEEG	V	n/a	n/a	LAHD	1000	depth	n/a
LAHD2	SEEG	V	n/a	n/a	LAHD	1000	depth	n/a
LAHD3	SEEG	V	n/a	n/a	LAHD	1000	depth	n/a
LAHD4	SEEG	V	n/a	n/a	LAHD	1000	depth	n/a
LAHD5	SEEG	V	n/a	n/a	LAHD	1000	depth	n/a
LAHD6	SEEG	V	n/a	n/a	LAHD	1000	depth	n/a
