name	x	y	z	size	group	hemisphere	type
L1D1	-14.3642	0.084174	-23.5483249698105	-999	LD	L	depth
L1D2	-19.4233	0.371172	-22.5822596989089	-999	LD	L	depth
L1D3	-23.2441	0.673362	-23.584187586418	-999	LD	L	depth
L1D4	-28.3638	-0.0624692	-25.4605212825441	-999	LD	L	depth
L1D5	-34.9425	-1.20964	-27.1524145195467	-999	LD	L	depth
L1D6	-40.5986	-2.45269	-26.1472218376797	-999	LD	L	depth
L1D7	-45.0279	-4.33599	-25.9314981110906	-999	LD	L	depth
L1D8	-49.9839	-6.66768	-26.2409607110067	-999	LD	L	depth
L1D9	-56.5092	-8.1514	-24.4933593482707	-999	LD	L	depth
L1D10	-62.7637	-10.2446	-24.4428377635468	-999	LD	L	depth
L3D1	-22.649	-7.00946	-17.5239433604186	-999	LD	L	depth
L3D2	-27.8488	-7.60329	-18.5502068951036	-999	LD	L	depth
L3D3	-33.7209	-9.52655	-19.5191143246381	-999	LD	L	depth
L3D4	-39.1506	-11.4395	-18.6543168892559	-999	LD	L	depth
L3D5	-42.7655	-13.8076	-18.538309660922	-999	LD	L	depth
L3D6	-46.2132	-15.6899	-18.8962221722167	-999	LD	L	depth
L3D7	-50.6358	-17.901	-17.5219264235085	-999	LD	L	depth
L3D8	-56.4151	-18.2824	-17.49938408075	-999	LD	L	depth
L3D9	-64.3909	-20.2819	-18.9147226794886	-999	LD	L	depth
L3D10	-68.7429	-21.577	-16.2965431953079	-999	LD	L	depth
L5D1	-23.1034	-8.40063	-17.4111660436991	-999	LD	L	depth
L5D2	-27.9744	-11.2211	-17.0749935866634	-999	LD	L	depth
L5D3	-33.4314	-13.3571	-16.9826660244006	-999	LD	L	depth
L5D4	-38.2172	-16.4998	-17.0135298512412	-999	LD	L	depth
L5D5	-40.4072	-18.7279	-15.4819879817561	-999	LD	L	depth
L5D6	-43.659	-21.0325	-15.3775882263734	-999	LD	L	depth
L5D7	-48.753	-22.8275	-15.5172790502417	-999	LD	L	depth
L5D8	-54.4056	-24.6565	-17.7893937181537	-999	LD	L	depth
L5D9	-61.3862	-26.7336	-19.4321057997415	-999	LD	L	depth
L5D10	-66.132	-28.2256	-16.6465577168226	-999	LD	L	depth
L7D1	-38.2083	-9.43683	-15.3904213843667	-999	LD	L	depth
